gid,before,after,change,change_percentage
38979597,0.0,0.0,0.0,0.0
362298234,0.0,0.0,0.0,0.0
349137027,0.0,0.0,0.0,0.0
122762077,0.0,0.0,0.0,0.0
139241077,0.0,0.0,0.0,0.0
442237112,0.0,0.0,0.0,0.0
118565129,0.0,0.0,0.0,0.0
472792005,0.0,0.0,0.0,0.0
38747769,0.0,0.0,0.0,0.0
299188223,0.0,0.0,0.0,0.0
291117678,0.0,0.0,0.0,0.0
283590321,0.0,0.0,0.0,0.0
81210453,0.0,0.0,0.0,0.0
367722418,0.0,0.0,0.0,0.0
239335152,0.0,0.0,0.0,0.0
301134938,0.0,0.0,0.0,0.0
274225432,0.0,0.0,0.0,0.0
281135884,0.0,0.0,0.0,0.0
333831487,0.0,0.0,0.0,0.0
253288163,0.0,0.0,0.0,0.0
205895680,0.0,0.0,0.0,0.0
202325187,0.0,0.0,0.0,0.0
314623293,0.0,0.0,0.0,0.0
285321051,0.0,0.0,0.0,0.0
263069116,0.0,0.0,0.0,0.0
33884891,0.0,0.0,0.0,0.0
280182955,0.0,0.0,0.0,0.0
457145066,0.0,0.0,0.0,0.0
1151051,0.0,0.0,0.0,0.0
196736578,0.0,0.0,0.0,0.0
465074573,0.0,0.0,0.0,0.0
351262226,0.0,0.0,0.0,0.0
384161058,0.0,0.0,0.0,0.0
433768430,0.0,0.0,0.0,0.0
317361772,0.0,0.0,0.0,0.0
402074976,0.0,0.0,0.0,0.0
335370469,0.0,0.0,0.0,0.0
371798822,0.0,0.0,0.0,0.0
298583319,0.0,0.0,0.0,0.0
95936408,0.0,0.0,0.0,0.0
288399927,0.0,0.0,0.0,0.0
6325726,0.0,0.0,0.0,0.0
119160553,0.0,0.0,0.0,0.0
465885927,0.0,0.0,0.0,0.0
15231212,0.0,0.0,0.0,0.0
46616385,0.0,0.0,0.0,0.0
352085213,0.0,0.0,0.0,0.0
449224100,0.0,0.0,0.0,0.0
404604906,0.0,0.0,0.0,0.0
183668188,0.0,0.0,0.0,0.0
173772043,0.0,0.0,0.0,0.0
1547663,0.0,0.0,0.0,0.0
306015098,0.0,0.0,0.0,0.0
110337530,0.0,0.0,0.0,0.0
353486772,0.0,0.0,0.0,0.0
464133949,0.0,0.0,0.0,0.0
306104931,0.0,0.0,0.0,0.0
234876564,0.0,0.0,0.0,0.0
128410412,0.0,0.0,0.0,0.0
97262033,0.0,0.0,0.0,0.0
351262243,0.0,0.0,0.0,0.0
237679930,0.0,0.0,0.0,0.0
361418670,0.0,0.0,0.0,0.0
343796599,0.0,0.0,0.0,0.0
266916329,0.0,0.0,0.0,0.0
